OBJECTID,* Damage,* Street Number,* Street Name,"* Street Type (e.g. road, drive, lane, etc.)",* City,State,Zip Code,* CAL FIRE Unit,County,Community,Incident Start Date,Hazard Type,Structure Defense Actions Taken,* Structure Type,Structure Category,# Units in Structure (if multi unit),* Roof Construction,* Eaves,* Vent Screen,* Exterior Siding,* Window Pane,* Deck/Porch On Grade,* Deck/Porch Elevated,* Patio Cover/Carport Attached to Structure,* Fence Attached to Structure,Distance - Propane Tank to Structure,Distance - Residence to Utility/Misc Structure &gt; 120 SQFT,Assessed Improved Value (parcel),Year Built (parcel),Site Address (parcel),Latitude,Longitude
56909,No Damage,,,,Unincorporated,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,, , , , , , , , ,,,,,1900.0,,39.672495883561,-121.507813499784
31622,Destroyed (>50%),1869.0,Quiet,Lane,Paradise Southeast A,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,101012.0,1979.0,1869  QUIET LN   PARADISE CA 95969,39.7620176856096,-121.573054286894
55103,No Damage,,,,Unincorporated,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Mobile Home Single Wide,Single Residence,, , , , , , , , ,,,,550800.0,1900.0,4333 PENTZ RD PARADISE CA 95969,39.7091219281247,-121.57616817735
131226,No Damage,17252.0,Palisades,Circle,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Multi Family Residence Multi Story,Multiple Residence,4.0,Tile,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Combustible,No Fence,,,364868.0,1983.0,"17264 PALISADES CIR, PACIFIC PALISADES, CA 90272",34.0754025,-118.5643138
96419,No Damage,17765.0,Ponderosa ,Way,Paynes Creek,CA,96075.0,TGU,Tehama,,7/24/2024 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,Unknown,No Fence,>30,,29622.0,2003.0,"17765 PONDEROSA WAY, PAYNES CREEK, CA 96075",40.3102338,-121.8121683
50754,Destroyed (>50%),3085.0,Harlan,Drive,,CA,,SHU,Shasta,Redding ,7/23/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Tile,Unknown,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Unknown,11-20,,131558.0,1988.0,3085 HARLAN DR REDDING CA 96003,40.5963499460892,-122.415045566517
79218,No Damage,31221.0,State Highway 299,,Junction City,CA,96048.0,SHU,Trinity,,8/7/2021 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,,266971.0,,31221 STATE HIGHWAY 299 JUNCTION CITY CA 96048,40.7400275107777,-123.207727812646
67182,Destroyed (>50%),701.0,Blossom,Lane,Mokelumne Hill,CA,95245.0,TCU,Calaveras,Railroad Flat,9/9/2015 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Enclosed,Unknown,Combustible,Single Pane, , , ,,,,29619.0,,635 HOFFEDITZ RD MOKELUMNE HILL CA 95245,38.3059551803615,-120.544086567191
28954,Destroyed (>50%),1008.0,Maple Park,Drive,Paradise Central Southwest B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,No Deck/Porch,Wood,Unknown,No Fence,,,110217.0,1955.0,1008  MAPLE PARK DR   PARADISE CA 95969,39.7627729001809,-121.607788294141
33700,Destroyed (>50%),6426.0,Skyway,,Paradise Central Southwest A,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,,<30',123867.0,0.0,6426  SKYWAY     PARADISE CA 95969,39.758458933084,-121.623664088105
23807,No Damage,383.0,Bloom Grade,Road,,CA,,CZU,Santa Cruz,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,362198.0,1978.0,383 BLOOM GRADE RD BOULDER CREEK CA 95006,37.1563513471447,-122.167432224023
7802,Destroyed (>50%),36224.0,Cressman ,Road,,CA,0.0,FKU,Fresno,,9/4/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Metal,No Eaves,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,298459.0,1986.0,36224 CRESSMAN RD SHAVER LAKE CA 93664,37.0590133186933,-119.352635891709
59016,Destroyed (>50%),918.0,Colina Vista,Street,Ventura,CA,0.0,VNC,Ventura,,12/4/2017 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Enclosed,Unknown,Fire Resistant,Single Pane, , , ,,,,161501.0,1962.0,918 COLINA VISTA VENTURA CA 93003,34.2940740253853,-119.205780239715
66072,Destroyed (>50%),1491.0,Mark West Springs,Road,Unincorporated,CA,0.0,LNU,Sonoma,Larkfield-Wikiup,10/8/2017 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Fire Resistant,Enclosed,Unknown,Fire Resistant,Single Pane, , , ,,,,156353.0,,1491 MARK WEST SPRINGS RD SANTA ROSA CA 95404,38.5165913666383,-122.720470446362
62721,Destroyed (>50%),2240.0,Green Acre,Road,Redwood City,CA,95470.0,MEU,Mendocino,Redwood Valley ,10/8/2017 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Fire Resistant,Unknown,Unknown,Combustible,Unknown, , , ,,,,139145.0,0.0,2280 GREEN ACRE DR,39.2983931819847,-123.215583301328
86890,No Damage,458945.0,Lakecrest ,Road,Janesville,CA,96114.0,LMU,Lassen,Janesville ,7/13/2021 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,45058.0,,458-945 LAKECREST RD JANESVILLE CA 96114,40.2517803063248,-120.461509400026
120296,No Damage,21958.0,Pacific Coast,Highway,Malibu,CA,90265.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,,Concrete,No Eaves,Unknown,Metal,Multi Pane,Masonry/Concrete,Unknown,Unknown,Non Combustible,,<30',5373666.0,2002.0,"21958 PACIFIC COAST HWY, MALIBU, CA 90265",34.0384203,-118.6531813
2836,Destroyed (>50%),841.0,Bald Rock,Road,,CA,0.0,BTU,Butte,Berry Creek,9/9/2020 12:00:00 AM,Fire,,Mobile Home Single Wide,Single Residence,0.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,11-20,,5714.0,1997.0,"841 BALD ROCK RD, BERRY CREEK CA 95916",39.6337139841943,-121.40646663034
23728,No Damage,1025.0,Martin,Road,,CA,,CZU,Santa Cruz,Alta Vista Rd,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,297183.0,1979.0,1025 MARTIN RD BONNY DOON CA 95060,37.0517812254389,-122.14188253924
120906,Destroyed (>50%),21906.0,Pacific Coast,Highway,Malibu,CA,90265.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Concrete,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,Unknown,Combustible,,,3154690.0,1959.0,"21906 PACIFIC COAST HWY, MALIBU, CA 90265",34.0380549,-118.6513122
103211,Destroyed (>50%),280.0,E Mendocino ,Street,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,,,49287.0,1950.0,"280 E MENDOCINO ST, ALTADENA, CA 91001",34.1891463,-118.1434898
24401,Destroyed (>50%),861.0,Cherrywood ,Road,,CA,,CZU,Santa Cruz,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Wood,No Patio Cover/Carport,Unknown,21-30,,152947.0,1963.0,861 CHERRYWOOD RD BOULDER CREEK CA 95006,37.1561666214543,-122.140864558478
3169,Destroyed (>50%),70.0,Graystone,Lane,,CA,0.0,BTU,Butte,Bear Creek,9/9/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Metal,Unknown,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,61926.0,1954.0,"70 GRAYSTONE LN, BERRY CREEK CA 95916",39.6303053617418,-121.399274532224
107769,No Damage,1142.0,Bella Vista ,Avenue,Pasadena,CA,91107.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,No Eaves,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,Wood,Combustible,Combustible,,,98765.0,1925.0,"1142 BELLA VISTA AVE, PASADENA, CA 91107",34.165923,-118.0958802
40264,Destroyed (>50%),5810.0,Acorn Ridge,Drive,Paradise Southwest A,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Non Combustible,,,430000.0,2008.0,5810  ACORN RIDGE DR   PARADISE CA 95969,39.7542633484437,-121.640429271692
99521,No Damage,444.0,Valley Vista ,Drive,Camarillo,CA,93010.0,VNC,Ventura,Camarillo ,11/6/2024 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Tile,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,467915.0,1987.0,"444 VALLEY VISTA DR, CAMARILLO, CA 93010",34.2442191,-119.0681868
58606,Destroyed (>50%),4196.0,Foothill,Drive,Lucerne,CA,95458.0,LNU,Lake,,7/27/2017 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,,,,32913.0,1956.0,4196 FOOTHILL DR LUCERNE CA 95458,39.0941711399596,-122.791920735465
115878,No Damage,1361.0,E Palm,Street,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Tile,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,No Deck/Porch,Masonry/Concrete,Non Combustible,No Fence,,30-50',333599.0,1946.0,"1361 E PALM ST, ALTADENA, CA 91001",34.1935325,-118.122662
52679,Destroyed (>50%),2941.0,Olive View,Road,Alpine ,CA,,MVU,San Diego,,7/6/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Concrete,Unknown,Unknown,Ignition Resistant,Unknown,Unknown,Unknown,No Patio Cover/Carport,No Fence,,,362622.0,1974.0,2941 OLIVE VIEW RD ALPINE CA 91901,32.8278574488511,-116.749364102241
8036,No Damage,41077.0,Silver Pine ,Lane,,CA,0.0,FKU,Fresno,,9/4/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,151553.0,1986.0,41040 WINDWOOD LN SHAVER LAKE CA 93664,37.0841622502943,-119.316881038972
63163,Destroyed (>50%),20065.0,Hartman,Road,Unincorporated,CA,0.0,LNU,Lake,Hidden Valley lake,9/12/2015 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,,,,273556.0,,20065 HARTMANN RD HIDDEN VALLEY LAKE CA 95467,38.7990094291977,-122.538062501848
105425,No Damage,946.0,Concha,Street,Altadena,CA,91001.0,LAC,Los Angeles,Altadena,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Tile,No Eaves,No Vents,Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,278834.0,1926.0,"946 PARKMAN ST, ALTADENA, CA 91001",34.1996554,-118.1297635
57113,No Damage,2210.0,Soda Canyon,Road,Unincorporated,CA,0.0,LNU,Napa,,10/8/2017 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Fire Resistant,Enclosed,Unknown,Combustible,Single Pane, , , ,,,,858162.0,,2210 SODA CANYON RD,38.4035180548835,-122.2894509568
13560,Destroyed (>50%),375.0,Dutch Henry Canyon ,Road,,CA,,LNU,Napa,Calistoga ,9/27/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,Unknown,Wood,Multi Pane,Wood,Wood,Combustible,Unknown,,,890644.0,1988.0,375 DUTCH HENRY CANYON RD CALISTOGA CA 94515,38.5890842392752,-122.517175161424
100843,Destroyed (>50%),3130.0,Old Coach ,Drive,Camarillo,CA,93010.0,VNC,Ventura,,11/6/2024 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Wood,Unknown,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,Unknown,No Fence,,,228990.0,1966.0,"3130 OLD COACH DR, CAMARILLO, CA 93010",34.2489481,-119.058045
76410,No Damage,13800.0,State Highway 128,,Unincorporated,CA,,LNU,Sonoma,,10/23/2019 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,1425348.0,2015.0,13800 STATE HIGHWAY 128 CALISTOGA CA 94515,38.6378260087291,-122.719793304386
125172,Destroyed (>50%),2341.0,Chumash,Road,Malibu,CA,90265.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Unknown,Unknown,Unknown,,,470616.0,1974.0,"2341 CHUMASH RD, MALIBU, CA 90265",34.0650251,-118.6435648
44115,Destroyed (>50%),6160.0,N. Libby,Road,Paradise Central Southeast A,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,Unknown,Ignition Resistant,Single Pane,Composite,No Deck/Porch,No Patio Cover/Carport,No Fence,,,76524.0,1976.0,6160 N LIBBY RD   PARADISE CA 95969,39.7693538871361,-121.593291721362
18364,No Damage,4100.0,Wallace Creek,Road,,CA,,LNU,Sonoma,Healdsburg,8/16/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,331170.0,1958.0,4100 WALLACE CREEK RD HEALDSBURG CA 95448,38.6031426396214,-122.943922765653
55542,No Damage,,,,Unincorporated,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Mobile Home Double Wide,Single Residence,, , , , , , , , ,,,,26000.0,1980.0,2920 CLARK RD SPC 21A BUTTE VALLEY CA 95965,39.6590886495122,-121.62925286861
67278,Destroyed (>50%),1677.0,Atlas Peak,Road,Unincorporated,CA,0.0,LNU,Napa,,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unenclosed,No Vents,Fire Resistant,Multi Pane, , , ,,,,359033.0,1964.0,1677 ATLAS PEAK RD,38.3523609901295,-122.268390950297
124398,No Damage,906.0,Las Pulgas,Road,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Combination of Actions,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Combustible,,,248132.0,1952.0,"906 LAS PULGAS RD, PACIFIC PALISADES, CA 90272",34.0504172,-118.5385244
113232,Destroyed (>50%),2540.0,Page,Drive,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Stucco Brick Cement,Unknown,Unknown,Unknown,Unknown,Non Combustible,,<30',306330.0,1927.0,"2540 PAGE DR, ALTADENA, CA 91001",34.1890579,-118.1195356
66529,Destroyed (>50%),3562.0,Brookdale ,Drive,Santa Rosa,CA,0.0,LNU,Sonoma,Fountaingrove,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Unknown,Unknown,Fire Resistant,Unknown, , , ,,,,301498.0,,3562 BROOKDALE DR SANTA ROSA CA 95404,38.4777386164034,-122.702368614548
125509,No Damage,15954.0,Alcima ,Avenue,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Tile,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,1636893.0,1951.0,"15954 ALCIMA AVE, PACIFIC PALISADES, CA 90272",34.0513414,-118.5338197
77709,No Damage,740.0,-935 Sugarloaf ,Road,Doyle,CA,96109.0,LMU,Lassen,,7/4/2021 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,346377.0,,740935 SUGAR LOAF RD DOYLE CA 96109,40.0252858620174,-120.182042810857
116152,Destroyed (>50%),2518.0,Ganesha ,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,No Vents,Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,257327.0,1948.0,"2518 GANESHA AVE, ALTADENA, CA 91001",34.1890585,-118.1252858
117945,No Damage,1544.0,New York,Drive,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,No Vents,Vinyl,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,<30',119469.0,1954.0,"1544 NEW YORK DR, ALTADENA, CA 91001",34.1779492,-118.1187219
4814,No Damage,13193.0,Oro Quincy Highway ,Other,,CA,0.0,BTU,Butte,,9/9/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Metal,Enclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,237025.0,1915.0,"13193 OROVILLE QUINCY HWY, BERRY CREEK CA 95916",39.697560950242,-121.327934673019
54123,No Damage,,,,Unincorporated,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,, , , , , , , , ,,,,364296.0,1988.0,65 SPANISH GARDEN DR CHICO CA 95928,39.7038598616052,-121.759335607013
18070,No Damage,7928.0,Spencer,Lane,,CA,,LNU,Solano,Vacaville,8/16/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,>30,30-50',759920.0,1991.0,7928 SPENCER LN VACAVILLE CA 95688,38.4525908191263,-122.012052508604
78835,No Damage,106.0,Cane Peak,Court,Wofford Heights,CA,93285.0,KRN,Kern,,8/18/2021 12:00:00 AM,Fire,,Mobile Home Double Wide,Single Residence,,Asphalt,No Eaves,No Vents,Vinyl,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,64000.0,,106 CANE PEAK CT WOFFORD HEIGHTS CA 93285,35.720224994245,-118.488938487823
8755,Destroyed (>50%),0.0,Huntington Lake ,Road,,CA,0.0,FKU,Fresno,,9/4/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,Wood,Combustible,Combustible,,,0.0,0.0,   ,37.2057158168295,-119.246491847069
131740,No Damage,2618.0,Westridge,Road,Los Angeles,CA,90049.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,,Tile,Enclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,Combustible,,,828008.0,1972.0,"2618 WESTRIDGE RD, LOS ANGELES, CA 90049",34.0843326,-118.5088722
122043,Destroyed (>50%),3811.0,Topanga Canyon,Lane,Malibu,CA,90265.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Commercial Building Single Story,Nonresidential Commercial,0.0,Asphalt,Unknown,Unknown,Wood,Unknown,No Deck/Porch,Masonry/Concrete,No Patio Cover/Carport,No Fence,,,,,"3811 TOPANGA CANYON LN, MALIBU, CA 90265",34.0397574,-118.5827135
53572,No Damage,,,,Unincorporated,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,, , , , , , , , ,,,,87212.0,1980.0,6328 PONDEROSA WAY MAGALIA CA 95954,39.8146252479203,-121.600716705919
127246,No Damage,887.0,Muskingum ,Avenue,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,Combustible,Combustible,,,2438567.0,1997.0,"887 MUSKINGUM AVE, PACIFIC PALISADES, CA 90272",34.0506389,-118.5327829
103751,No Damage,1613.0,Pasadena Glen,Road,Pasadena,CA,91107.0,LAC,Los Angeles,Pasadena,1/7/2025 8:02:01 AM,Fire,Unknown,Mobile Home Single Wide,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,Combustible,,,127433.0,1920.0,"1613 PASADENA GLEN RD, PASADENA, CA 91107",34.1749171,-118.07844
101651,Destroyed (>50%),3660.0,Monterosa,Drive,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,<30',78681.0,1958.0,"3660 MONTEROSA DR, ALTADENA, CA 91001",34.2062549,-118.1317429
77824,No Damage,301.0,Frenchman,Road,,CA,0.0,LMU,Plumas,,7/4/2021 12:00:00 AM,Fire,Combination of Actions,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,21-30,,3390.0,,319 FRENCHMAN RD CA,39.9436023991493,-120.217112606561
57103,No Damage,2150.0,Soda Canyon,Road,Unincorporated,CA,0.0,LNU,Napa,,10/8/2017 12:00:00 AM,Fire,,Utility or Miscellaneous Structure > 120 sqft,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,,,,595524.0,,2150 SODA CANYON RD,38.3980311298056,-122.290039692875
7153,No Damage,58551.0,Pine Needle ,Drive,,CA,0.0,FKU,Fresno,lake Huntington ,9/4/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,0.0,0.0, LAKESHORE CA 93634,37.2297256807521,-119.239222452516
92835,Destroyed (>50%),4245.0,Volcanoville ,Road,Georgetown,CA,95634.0,AEU,El Dorado,Volcanoville,9/6/2022 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,11-20,,9010.0,0.0,"4245 VOLCANOVILLE RD, GEORGETOWN, CA 95634",38.9890512,-120.74291181
90177,Destroyed (>50%),57969.0,Tu Nobi,Way,North Fork,CA,93643.0,MMU,Madera,,9/7/2022 12:00:00 PM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,Unknown,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,,71989.0,1976.0,"57969 TU NOBI WAY, NORTH FORK, CA 93643",37.22306568,-119.49062919
66854,Destroyed (>50%),170.0,Willowgreen ,Place,Unincorporated,CA,0.0,LNU,Sonoma,Larkfield-Wikiup,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Unknown,Screened,Combustible,Multi Pane, , , ,,,,458809.0,,170 WILLOWGREEN PL SANTA ROSA CA 95403,38.4932996599035,-122.745198245424
26860,No Damage,51.0,Steeplechase ,,,CA,,ORC,Orange,Irvine,10/26/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Tile,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,,,,33.7561127846268,-117.759481652175
110803,Destroyed (>50%),784.0,E Sacramento ,Street,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,>50',61794.0,1912.0,"784 E SACRAMENTO ST, ALTADENA, CA 91001",34.1800872,-118.1345017
127710,Destroyed (>50%),1365.0,Marinette,Road,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Combination of Actions,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,,,2900347.0,2016.0,"1365 MARINETTE RD, PACIFIC PALISADES, CA 90272",34.0546098,-118.5203364
