OBJECTID,Damage,Zip Code,CAL FIRE Unit,County,Incident Start Date,Structure Defense Actions Taken,Structure Type,Structure Category,Units in Structure,Roof Construction,Eaves,Vent Screen,Exterior Siding,Window Pane,Deck/Porch On Grade,Deck/Porch Elevated,Patio Cover/Carport Attached to Structure,Fence Attached to Structure,Distance - Propane Tank to Structure,Distance - Residence to Utility/Misc Structure > 120 SQFT,Assessed Improved Value,Year Built,Latitude,Longitude,AIV missing,Year Built missing
107556,No Damage,91107.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,1.0,Tile,Unenclosed,"Mesh Screen <= 1/8""""",Stucco/Brick/Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,207639.0,1966.0,34.1637477,-118.0953313,0,1
24739,Destroyed (>50%),Unknown,CZU,Santa Cruz,2020-08-16,Unknown,Commercial Building Single Story,Nonresidential Commercial,0.0,Wood,Unknown,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,<30,0.0,1966.0,37.1693506829789,-122.221177999874,1,1
107669,No Damage,91001.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,Unknown,Unknown,Combustible,Unknown,Unknown,254644.0,1990.0,34.179324,-118.1354521,0,0
104938,No Damage,91107.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,1.0,Metal,Enclosed,"Mesh Screen <= 1/8""""",Stucco/Brick/Cement,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,Combustible,Unknown,Unknown,226842.0,1955.0,34.1719207,-118.0745983,0,0
127589,Destroyed (>50%),90272.0,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Tile,Unknown,Unknown,Stucco/Brick/Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,Unknown,Combustible,Unknown,Unknown,0.0,1966.0,34.0472326,-118.5173373,1,1
50825,Destroyed (>50%),Unknown,SHU,Shasta,2018-07-23,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unknown,Unknown,Ignition Resistant,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,51697.0,1967.0,40.6176755021792,-122.4980887536,0,0
4762,Destroyed (>50%),16333.0,BTU,Butte,2020-09-09,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,No Windows,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,2010.0,1930.0,39.7836205002081,-121.304772270086,0,0
17077,No Damage,95688.0,LNU,Solano,2020-08-16,Unknown,Single Family Residence Single Story,Single Residence,1.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,368631.0,1978.0,38.3889489987283,-122.014782545347,0,0
53744,No Damage,13606.0,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,52541.0,1981.0,39.8020634919546,-121.600628343136,0,0
111053,Destroyed (>50%),91001.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unknown,Unknown,Stucco/Brick/Cement,Unknown,Unknown,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,81987.0,1925.0,34.1920052,-118.1507738,0,0
15899,Destroyed (>50%),95688.0,LNU,Solano,2020-08-16,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,>30,<30,192124.0,1955.0,38.3577358157438,-122.024860482211,0,0
49238,Destroyed (>50%),31370.0,LAC,Los Angeles,2018-11-08,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Combustible,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,472000.0,1980.0,34.0956103654365,-118.809367487685,0,0
75445,No Damage,95448.0,LNU,Sonoma,2019-10-23,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,98177.0,1933.0,38.6230084437868,-122.829772272244,0,0
40300,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,<30,161683.0,1964.0,39.7744961931598,-121.623780986771,0,0
107343,Destroyed (>50%),91001.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unknown,Unknown,Stucco/Brick/Cement,Unknown,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,Unknown,Unknown,48285.0,1947.0,34.1924475,-118.1480793,0,0
49922,Destroyed (>50%),90265.0,LAC,Los Angeles,2018-11-08,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Asphalt,Unknown,Unknown,Ignition Resistant,Unknown,Masonry/Concrete,Unknown,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,712324.5000000002,1992.0,34.0356036363463,-118.825683823549,0,0
96490,Destroyed (>50%),95942.0,BTU,Butte,2024-07-24,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Single Pane,Wood,Wood,Combustible,No Fence,>30,>50,712324.5000000002,2002.0,39.8823312,-121.682502,0,0
111396,No Damage,91001.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,No Eaves,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Multi Pane,No Deck/Porch,Masonry/Concrete,Combustible,Non Combustible,Unknown,<30,178655.0,1924.0,34.1856044,-118.1431623,0,0
54143,No Damage,95969.0,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,212207.0,2001.0,39.7776727741305,-121.573486930806,0,0
25290,No Damage,12555.0,CZU,Santa Cruz,2020-08-16,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,303296.0,2000.0,37.1156544218749,-122.12295712299,0,0
103730,No Damage,91107.0,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Single Pane,No Deck/Porch,Wood,Combustible,No Fence,21-30,Unknown,510551.0,1964.0,34.1806165,-118.084146,0,0
85554,No Damage,95947.0,LMU,Plumas,2021-07-13,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,No Eaves,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,125287.0,1966.0,40.1544986330299,-120.959727599775,0,1
4398,Destroyed (>50%),95916.0,BTU,Butte,2020-09-09,Unknown,Motor Home,Single Residence,0.0,Metal,Unknown,No Vents,Metal,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,98757.0,1977.0,39.6530201633114,-121.408316047711,0,0
37949,Destroyed (>50%),95954.0,BTU,Butte,2018-11-08,Unknown,Mobile Home Double Wide,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,11-20,Unknown,114000.0,2004.0,39.8181638068403,-121.607298388918,0,0
115337,Destroyed (>50%),91001.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Stucco/Brick/Cement,Unknown,Wood,No Deck/Porch,No Patio Cover/Carport,Unknown,Unknown,Unknown,86666.0,1922.0,34.1870138,-118.1282692,0,0
89989,No Damage,92544.0,RRU,Riverside,2022-09-05,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,28017.0,1978.0,33.69830532,-116.91904119,0,0
89868,No Damage,96094.0,SKU,Siskiyou,2022-09-02,Engine Company Actions,Single Family Residence Multi Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,Unknown,>50,639804.0,2009.0,41.44510545,-122.3863907,0,0
79869,Destroyed (>50%),95636.0,AEU,El Dorado,2021-08-14,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Unknown,No Fence,>30,Unknown,225500.0,1966.0,38.6491733730487,-120.515424820921,0,1
31105,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,No Eaves,No Vents,Ignition Resistant,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,43392.0,1987.0,39.7807660153818,-121.592581287821,0,0
111842,No Damage,91001.0,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,1.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,30-50,55580.0,1955.0,34.1898884,-118.1337696,0,0
23063,No Damage,95006.0,CZU,Santa Cruz,2020-08-16,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,129840.0,1911.0,37.1359704679677,-122.130283520139,0,0
101882,No Damage,91107.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Multi Pane,No Deck/Porch,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,554685.0,1973.0,34.1747948,-118.0675067,0,0
11636,No Damage,94574.0,LNU,Napa,2020-09-27,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,712324.5000000002,1971.0,38.5184573331947,-122.456382433647,0,0
37118,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,Unscreened,Combustible,Single Pane,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,Unknown,Unknown,59741.0,1960.0,39.7415353776541,-121.633814996018,0,0
113154,Destroyed (>50%),91001.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unknown,Unknown,Stucco/Brick/Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,54168.0,1924.0,34.1947947,-118.1452812,0,0
11145,No Damage,95409.0,LNU,Sonoma,2020-09-27,Unknown,Commercial Building Single Story,Nonresidential Commercial,0.0,Asphalt,No Eaves,No Vents,Stucco/Brick/Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,712324.5000000002,2008.0,38.44117360282,-122.578058078258,0,0
42056,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,Unknown,Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,Unknown,Unknown,225000.0,1950.0,39.7847815821717,-121.602649866936,0,0
126804,No Damage,90290.0,LAC,Los Angeles,2025-01-07,Engine Company Actions,Utility Misc Structure,Other Minor Structure,0.0,Concrete,No Eaves,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,1966.0,34.070138,-118.618748,1,1
4343,No Damage,95916.0,BTU,Butte,2020-09-09,Unknown,Mobile Home Double Wide,Single Residence,0.0,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,9357.0,1900.0,39.6354872629086,-121.355398514959,0,0
8929,No Damage,Unknown,FKU,Fresno,2020-09-04,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,144260.0,2012.0,37.0953379867962,-119.423639692065,0,0
108933,Destroyed (>50%),91001.0,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,No Eaves,No Vents,Stucco/Brick/Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,<30,129130.0,1952.0,34.1910582,-118.1291889,0,0
11157,No Damage,95404.0,LNU,Sonoma,2020-09-27,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,Combustible,Combustible,Unknown,Unknown,712324.5000000002,1986.0,38.491008216773,-122.656311131141,0,0
38229,Destroyed (>50%),95954.0,BTU,Butte,2018-11-08,Unknown,Mobile Home Double Wide,Single Residence,2.0,Metal,Unknown,Unscreened,Combustible,Single Pane,Masonry/Concrete,Wood,Combustible,No Fence,Unknown,<30,3230.0,1973.0,39.805036213862,-121.583422826058,0,0
12711,No Damage,94574.0,LNU,Napa,2020-09-27,Unknown,Commercial Building Multi Story,Nonresidential Commercial,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,712324.5000000002,1966.0,38.5251708036475,-122.468849529842,0,1
129095,No Damage,90272.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Tile,Enclosed,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,341246.0,1946.0,34.0463737,-118.5340405,0,0
97703,No Damage,92315.0,BDU,San Bernardino,2024-09-05,Unknown,Infrastructure,Infrastructure,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,712324.5000000002,1958.0,34.2185148,-116.9669182,0,0
11830,Destroyed (>50%),94515.0,LNU,Napa,2020-09-27,Unknown,Commercial Building Single Story,Nonresidential Commercial,0.0,Metal,Enclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,712324.5000000002,1907.0,38.5800849427766,-122.51161942365,0,0
128301,Destroyed (>50%),90272.0,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unknown,No Vents,Stucco/Brick/Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,239465.0,1928.0,34.0436847,-118.5207146,0,0
2011,No Damage,95966.0,BTU,Butte,2020-09-09,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,Unknown,Combustible,No Fence,Unknown,Unknown,221740.0,1993.0,39.577049045224,-121.317771584848,0,0
54820,No Damage,95954.0,BTU,Butte,2018-11-08,Unknown,Mobile Home Double Wide,Single Residence,2.0,Asphalt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2690.0,1976.0,39.827900732544,-121.598541950193,0,0
1659,Destroyed (>50%),12754.0,LAC,Los Angeles,2020-09-06,Unknown,Mobile Home Single Wide,Single Residence,0.0,Unknown,Unknown,Unknown,Vinyl,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,360694.0,1957.0,34.4325656618338,-117.90162339202,0,0
120427,No Damage,90272.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,1.0,Wood,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,Masonry/Concrete,Combustible,Combustible,Unknown,Unknown,653472.0,1942.0,34.0506586,-118.5103176,0,0
37120,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,Unknown,Unknown,52813.0,1960.0,39.7412901011676,-121.633608484114,0,0
82476,No Damage,96150.0,AEU,El Dorado,2021-08-14,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,No Vents,Other,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,677810.0,1966.0,38.8260074314545,-120.016741619944,0,1
91172,Destroyed (>50%),96094.0,SKU,Siskiyou,2022-09-02,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,No Fence,Unknown,30-50,64650.0,1918.0,41.4354528,-122.3863241,0,0
104188,No Damage,91024.0,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,211458.0,1967.0,34.1721126,-118.0605237,0,0
5216,Destroyed (>50%),51836.0,TUU,Tulare,2020-08-19,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,143945.0,1960.0,36.1476019508624,-118.578585006406,0,0
241,No Damage,92220.0,RRU,Riverside,2020-07-31,Unknown,Mobile Home Double Wide,Single Residence,2.0,Metal,No Eaves,No Vents,Metal,Single Pane,Wood,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,5880.0,1966.0,33.9777943987562,-116.883795569663,0,1
92831,No Damage,95634.0,AEU,El Dorado,2022-09-06,Combination of Actions,Motor Home,Single Residence,0.0,Other,No Eaves,"Mesh Screen > 1/8""""",Vinyl,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,Unknown,5144.0,1966.0,38.98755837,-120.74306237,0,1
36696,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,198358.0,1971.0,39.7836275270278,-121.572105304831,0,0
11618,No Damage,95409.0,LNU,Sonoma,2020-09-27,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,464413.0,2001.0,38.4687645569295,-122.63478800538,0,0
33447,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Motor Home,Single Residence,1.0,Metal,No Eaves,No Vents,Combustible,Single Pane,Wood,Wood,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,2158.0,1975.0,39.7408817522314,-121.589229970839,0,0
22860,No Damage,95006.0,CZU,Santa Cruz,2020-08-16,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,259382.0,1977.0,37.1562374195983,-122.163430540249,0,0
14804,No Damage,Unknown,LNU,Napa,2020-09-27,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Other,No Eaves,No Vents,Other,Unknown,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,1966.0,38.5511197202764,-122.518085933646,1,1
23891,No Damage,95006.0,CZU,Santa Cruz,2020-08-16,Unknown,Single Family Residence Single Story,Single Residence,1.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,110391.0,1935.0,37.159677545869,-122.135508268257,0,0
22067,No Damage,95006.0,CZU,Santa Cruz,2020-08-16,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,112433.0,1935.0,37.1391514457976,-122.152566356526,0,0
87636,Destroyed (>50%),10544.0,LMU,Plumas,2021-07-13,Unknown,Motor Home,Single Residence,0.0,Metal,Unenclosed,No Vents,Wood,Single Pane,Wood,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,8626.0,1966.0,39.9646224145559,-120.346123741966,0,1
116848,Destroyed (>50%),91001.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,1.0,Unknown,Unknown,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Unknown,Masonry/Concrete,No Deck/Porch,Unknown,Non Combustible,Unknown,Unknown,331593.0,1948.0,34.1915824,-118.119735,0,0
10691,Destroyed (>50%),95409.0,LNU,Sonoma,2020-09-27,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unknown,Unknown,Unknown,Multi Pane,Wood,Unknown,Unknown,Unknown,Unknown,Unknown,6302.0,1900.0,38.4861922061952,-122.659379413233,0,0
114456,No Damage,91107.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Multi Pane,No Deck/Porch,Masonry/Concrete,Combustible,Combustible,Unknown,Unknown,324460.0,1952.0,34.1704208,-118.0985045,0,0
56594,No Damage,95969.0,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,82792.0,1947.0,39.7324657091735,-121.635889444063,0,0
26266,No Damage,17676.0,SCU,San Joaquin,2020-08-18,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,1966.0,37.5844990574266,-121.521567447894,0,1
50726,Destroyed (>50%),96003.0,SHU,Shasta,2018-07-23,Unknown,Single Family Residence Single Story,Single Residence,1.0,Concrete,Unenclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,Combustible,Unknown,Unknown,258000.0,2004.0,40.6043275686598,-122.436794991372,0,0
96632,No Damage,96075.0,TGU,Tehama,2024-07-24,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Wood,No Eaves,No Vents,Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,1906.0,40.3562456,-121.8972861,0,0
6539,Destroyed (>50%),44683.0,FKU,Fresno,2020-09-04,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,No Eaves,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,190000.0,2014.0,37.057858375428,-119.383973367969,0,0
36863,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,No Eaves,No Vents,Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,30000.0,1974.0,39.7466348230523,-121.585625505016,0,0
111725,No Damage,91001.0,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Tile,No Eaves,Unscreened,Stucco/Brick/Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,642924.0,1927.0,34.1835529,-118.1258708,0,0
42299,Destroyed (>50%),12671.0,BTU,Butte,2018-11-08,Unknown,Mobile Home Double Wide,Single Residence,2.0,Metal,No Eaves,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,>30,Unknown,6280.0,1966.0,39.7609351339452,-121.680016500924,0,1
55305,No Damage,95969.0,BTU,Butte,2018-11-08,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Asphalt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,177137.0,1990.0,39.7381485048435,-121.632479122139,0,0
82005,No Damage,96150.0,AEU,El Dorado,2021-08-14,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Metal,Unenclosed,No Vents,Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,Unknown,>50,381731.0,1966.0,38.8308230258052,-120.021675652574,0,1
104662,No Damage,91107.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,No Vents,Stucco/Brick/Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,<30,42383.0,1952.0,34.1708155,-118.0698538,0,0
154,No Damage,92220.0,RRU,Riverside,2020-07-31,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Tile,Enclosed,"Mesh Screen <= 1/8""""",Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,461625.0,1991.0,34.0014502497095,-116.913734749911,0,0
25772,Destroyed (>50%),94550.0,SCU,Alameda,2020-08-18,Unknown,Mobile Home Single Wide,Single Residence,1.0,Metal,Unknown,Unknown,Metal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,1966.0,37.4894745957414,-121.495735556466,0,1
29513,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Enclosed,No Vents,Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,162375.0,1930.0,39.7583765754459,-121.58234598139,0,0
55722,No Damage,95969.0,BTU,Butte,2018-11-08,Unknown,Mobile Home Double Wide,Single Residence,2.0,Asphalt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,175000.0,2014.0,39.7020285800259,-121.573595023287,0,0
