OBJECTID,Damage,Zip Code,CAL FIRE Unit,County,Incident Start Date,Structure Defense Actions Taken,Structure Type,Structure Category,Units in Structure,Roof Construction,Eaves,Vent Screen,Exterior Siding,Window Pane,Deck/Porch On Grade,Deck/Porch Elevated,Patio Cover/Carport Attached to Structure,Fence Attached to Structure,Distance - Propane Tank to Structure,Distance - Residence to Utility/Misc Structure > 120 SQFT,Assessed Improved Value,Year Built,Latitude,Longitude,AIV missing,Year Built missing
2059,Destroyed (>50%),95966.0,BTU,Butte,2020-09-09,Unknown,Mobile Home Double Wide,Single Residence,0.0,Metal,Unknown,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Multi Pane,No Deck/Porch,Wood,Combustible,No Fence,21-30,Unknown,20385.0,1945.0,39.5611216973018,-121.327038513691,0,0
49122,Destroyed (>50%),33000.0,LAC,Los Angeles,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,1.0,Metal,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Unknown,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,Unknown,>50,438018.0,1962.0,34.0409546783521,-118.893550243402,0,0
97718,No Damage,92315.0,BDU,San Bernardino,2024-09-05,Hand Crew Fuel Break,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco/Brick/Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,Unknown,712324.5000000002,1958.0,34.2172763,-116.9671905,0,0
86704,No Damage,95947.0,LMU,Plumas,2021-07-13,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,No Deck/Porch,Unknown,No Patio Cover/Carport,No Fence,Unknown,Unknown,338697.0,1966.0,40.1161135627737,-120.824977481955,0,1
34446,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Mobile Home Double Wide,Single Residence,2.0,Metal,Enclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,Wood,Wood,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,15000.0,1972.0,39.7371888435453,-121.596412694136,0,0
17363,No Damage,Unknown,LNU,Napa,2020-08-16,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,1966.0,38.5004172756783,-122.163936172278,1,1
55912,No Damage,95942.0,BTU,Butte,2018-11-08,Unknown,Infrastructure,Infrastructure,0.0,Asphalt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,72216.0,1900.0,39.7768479374049,-121.690886635987,0,0
125634,Destroyed (>50%),90265.0,LAC,Los Angeles,2025-01-07,Engine Company Actions,Single Family Residence Multi Story,Single Residence,1.0,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,11-20,Unknown,540305.0,1985.0,34.0708384,-118.6511341,0,0
96929,No Damage,Unknown,TGU,Tehama,2024-07-24,Unknown,Commercial Building Single Story,Nonresidential Commercial,0.0,Metal,No Eaves,No Vents,Metal,No Windows,Masonry/Concrete,Masonry/Concrete,Combustible,No Fence,Unknown,Unknown,0.0,1966.0,40.3122299,-121.890869,0,1
50690,Destroyed (>50%),13651.0,SHU,Shasta,2018-07-23,Fire Department,Utility Misc Structure,Other Minor Structure,0.0,Metal,No Eaves,No Vents,Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,211629.0,1966.0,40.6882334169237,-122.567671782994,0,1
37001,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,Combustible,Unknown,Unknown,64154.0,1958.0,39.748259730713,-121.611625539505,0,0
94877,No Damage,93518.0,KRN,Kern,2024-07-24,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,No Vents,Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,21-30,>50,135949.0,2003.0,35.4336221,-118.5484558,0,0
92211,No Damage,Unknown,NEU,Placer,2022-09-06,Unknown,Single Family Residence Single Story,Single Residence,0.0,Metal,Unenclosed,No Vents,Wood,Single Pane,Wood,Wood,Combustible,No Fence,Unknown,Unknown,0.0,1966.0,39.04897986,-120.73932431,0,1
6485,No Damage,42200.0,FKU,Fresno,2020-09-04,Other,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,>30,Unknown,0.0,1966.0,37.1069976482391,-119.323007473752,0,1
40214,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Commercial Building Single Story,Nonresidential Commercial,0.0,Asphalt,No Eaves,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,117300.0,1945.0,39.7484027385831,-121.634783414929,0,0
81250,No Damage,95684.0,AEU,El Dorado,2021-08-14,Combination of Actions,Single Family Residence Multi Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Combustible,11-20,Unknown,136886.0,1966.0,38.6012199052906,-120.623939494443,0,1
85985,Destroyed (>50%),95947.0,LMU,Plumas,2021-07-13,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,Unknown,Stucco/Brick/Cement,Single Pane,Wood,Masonry/Concrete,Combustible,No Fence,11-20,Unknown,173188.0,1966.0,40.1637765482412,-120.910562082928,0,1
14099,No Damage,94508.0,LNU,Napa,2020-09-27,Engine Company Actions,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Composite,Wood,Combustible,No Fence,Unknown,Unknown,12501.0,1930.0,38.5715414025796,-122.460236709273,0,0
54638,No Damage,95954.0,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,103861.0,1977.0,39.8415235051491,-121.585865423468,0,0
83021,No Damage,96150.0,AEU,El Dorado,2021-08-14,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Wood,Wood,Combustible,No Fence,Unknown,Unknown,315120.0,1966.0,38.8354442272797,-120.018707074496,0,1
23834,Destroyed (>50%),95017.0,CZU,Santa Cruz,2020-08-16,Unknown,Single Family Residence Single Story,Single Residence,1.0,Unknown,Unknown,"Mesh Screen <= 1/8""""",Unknown,Single Pane,Unknown,Unknown,Unknown,No Fence,Unknown,Unknown,343344.0,1976.0,37.0744491251521,-122.22988523787,0,0
21707,No Damage,95006.0,CZU,Santa Cruz,2020-08-16,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,211670.0,1931.0,37.1390838470001,-122.150106027269,0,0
83679,No Damage,95720.0,AEU,El Dorado,2021-08-14,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,145506.0,1966.0,38.7726129454581,-120.29435422291,0,1
79508,No Damage,95667.0,AEU,El Dorado,2021-08-14,Engine Company Actions,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Other,Single Pane,Wood,Wood,Combustible,Combustible,Unknown,Unknown,126331.0,1966.0,38.698955057557,-120.602362985398,0,1
27876,No Damage,92602.0,ORC,Orange,2020-10-26,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Tile,Enclosed,Unknown,Stucco/Brick/Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,712324.5000000002,2017.0,33.7528272190164,-117.752137719912,0,0
80833,Destroyed (>50%),95636.0,AEU,El Dorado,2021-08-14,Unknown,Mobile Home Double Wide,Single Residence,0.0,Other,Unenclosed,"Mesh Screen <= 1/8""""",Other,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,0-10,30-50,169500.0,1966.0,38.6415606708746,-120.520222002405,0,1
13531,No Damage,94515.0,LNU,Napa,2020-09-27,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Tile,Unenclosed,No Vents,Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,No Fence,>30,30-50,585863.0,1966.0,38.5541523953364,-122.531489694204,0,0
38557,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,No Windows,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,Unknown,<30,89490.0,1950.0,39.7515503125347,-121.63315154796,0,0
84025,Destroyed (>50%),95947.0,LMU,Plumas,2021-07-13,Unknown,Commercial Building Single Story,Nonresidential Commercial,1.0,Asphalt,Unknown,Unknown,Wood,Unknown,No Deck/Porch,No Deck/Porch,Combustible,No Fence,Unknown,30-50,43705.0,1966.0,40.1401788824811,-120.951872819864,0,1
128863,Destroyed (>50%),90272.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Asphalt,No Eaves,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,712324.5000000002,2009.0,34.0476048,-118.5369111,0,0
114309,Destroyed (>50%),91001.0,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,Unknown,Stucco/Brick/Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,157807.0,1947.0,34.1930653,-118.135345,0,0
3844,Destroyed (>50%),95916.0,BTU,Butte,2020-09-09,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,No Eaves,Unknown,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,10000.0,1976.0,39.6404126087462,-121.456869634881,0,0
78651,No Damage,Unknown,TGU,Tehama,2021-07-29,Unknown,Multi Family Residence Single Story,Multiple Residence,1.0,Metal,Unenclosed,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,Unknown,Unknown,0.0,1966.0,40.2135511985736,-122.733568270378,1,1
111498,No Damage,91001.0,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,No Vents,Stucco/Brick/Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,230000.0,1953.0,34.1844276,-118.154238,0,0
95807,No Damage,Unknown,ORC,Orange,2024-09-09,Unknown,Commercial Building Single Story,Nonresidential Commercial,0.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,<30,0.0,1966.0,33.6447478,-117.4474043,0,1
9328,Destroyed (>50%),13366.0,SHU,Shasta,2020-09-27,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Metal,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,30-50,20560.0,1962.0,40.4896969944678,-122.561875939918,0,0
126508,No Damage,90272.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Tile,No Eaves,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,479973.0,1977.0,34.0793584,-118.5623418,0,0
32697,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,277393.0,1987.0,39.7879270198675,-121.577691823378,0,0
23479,No Damage,14244.0,CZU,Santa Cruz,2020-08-16,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,150533.0,1935.0,37.1316928732379,-122.136415741865,0,0
113596,No Damage,91001.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,Wood,Combustible,Combustible,Unknown,Unknown,136468.0,1947.0,34.1947049,-118.1604512,0,0
22203,No Damage,17250.0,CZU,Santa Cruz,2020-08-16,Unknown,Single Family Residence Single Story,Single Residence,1.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,23776.0,1952.0,37.1590148822692,-122.162046778081,0,0
47636,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unknown,No Vents,Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,215260.0,1990.0,39.7590013216101,-121.585821175153,0,0
95108,Destroyed (>50%),95973.0,BTU,Butte,2024-07-24,Unknown,Mobile Home Double Wide,Single Residence,0.0,Asphalt,Unknown,Unknown,Stucco/Brick/Cement,Single Pane,Unknown,Wood,Unknown,No Fence,>30,<30,77939.0,2001.0,39.89116,-121.7512402,0,0
102216,Destroyed (>50%),91001.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,173531.0,1924.0,34.1939119,-118.1559741,0,0
111555,Destroyed (>50%),91107.0,LAC,Los Angeles,2025-01-07,Engine Company Actions,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,344590.0,1998.0,34.1712385,-118.0967798,0,0
32739,Destroyed (>50%),13800.0,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,Wood,Combustible,No Fence,>30,<30,116188.0,1934.0,39.8119453053848,-121.578762572976,0,0
93541,No Damage,Unknown,KRN,Kern,2024-07-24,Unknown,Utility Misc Structure,Other Minor Structure,1.0,Metal,No Eaves,"Mesh Screen > 1/8""""",Metal,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,>50,0.0,1966.0,35.4639404,-118.4646768,0,1
113610,Destroyed (>50%),91001.0,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unknown,Unknown,Stucco/Brick/Cement,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Unknown,Unknown,Unknown,60851.0,1924.0,34.1996877,-118.1517519,0,0
43718,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,75527.0,1948.0,39.7610636947168,-121.593382708124,0,0
120390,Destroyed (>50%),90272.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Unknown,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,712324.5000000002,1948.0,34.0364301,-118.5301296,0,0
123740,No Damage,90272.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Tile,Enclosed,"Mesh Screen <= 1/8""""",Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,Non Combustible,Unknown,Unknown,712324.5000000002,1999.0,34.0742661,-118.5481328,0,0
77858,No Damage,96109.0,LMU,Lassen,2021-07-04,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,No Vents,Stucco/Brick/Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,73175.0,1966.0,40.0274395528903,-120.105107838922,0,1
42553,Destroyed (>50%),95965.0,BTU,Butte,2018-11-08,Civilian,Mobile Home Double Wide,Single Residence,2.0,Metal,No Eaves,No Vents,Combustible,Single Pane,Wood,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,4773.0,1966.0,39.7249690709667,-121.492291194681,0,1
79591,No Damage,95720.0,AEU,El Dorado,2021-08-14,Engine Company Actions,Single Family Residence Multi Story,Single Residence,0.0,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,Wood,Combustible,No Fence,Unknown,<30,0.0,1966.0,38.7790287860926,-120.254175163806,1,1
114207,Destroyed (>50%),91001.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,Unknown,Stucco/Brick/Cement,Unknown,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,183110.0,1924.0,34.186646,-118.1273149,0,0
5302,No Damage,93265.0,TUU,Tulare,2020-08-19,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,Wood,Combustible,No Fence,Unknown,Unknown,93933.0,1966.0,36.1454255507052,-118.613478541871,0,1
42258,Destroyed (>50%),95926.0,BTU,Butte,2018-11-08,Unknown,Mobile Home Double Wide,Single Residence,2.0,Metal,Enclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,11-20,>50,5843.0,1966.0,39.7385846744379,-121.679344518871,0,1
11679,No Damage,95409.0,LNU,Sonoma,2020-09-27,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Combustible,Unknown,Unknown,574248.0,2017.0,38.4691087218682,-122.632902759603,0,0
42504,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,107402.0,1955.0,39.74518872576,-121.643239231545,0,0
5936,No Damage,40895.0,FKU,Fresno,2020-09-04,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,1966.0,37.0892576836479,-119.328750816588,0,1
2511,Destroyed (>50%),95916.0,BTU,Butte,2020-09-09,Unknown,Mobile Home Double Wide,Single Residence,0.0,Other,Unknown,"Mesh Screen > 1/8""""",Metal,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,21-30,Unknown,183588.0,1957.0,39.6430521946764,-121.432093688815,0,0
26822,No Damage,92610.0,ORC,Orange,2020-10-26,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,265901.0,1995.0,33.6870186199498,-117.657296362619,0,0
124924,No Damage,90272.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,491950.0,1952.0,34.0484485,-118.5451105,0,0
8240,No Damage,93634.0,FKU,Fresno,2020-09-04,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,1966.0,37.2585176331717,-119.173129950228,0,1
114155,Destroyed (>50%),91001.0,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,116112.0,1929.0,34.192848,-118.13671,0,0
9439,No Damage,12500.0,SHU,Shasta,2020-09-27,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,<30,80447.0,1966.0,40.4806998165199,-122.588140933399,0,1
3832,No Damage,95916.0,BTU,Butte,2020-09-09,Unknown,Mobile Home Single Wide,Single Residence,0.0,Metal,No Eaves,No Vents,Metal,Single Pane,Wood,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,20000.0,1966.0,39.6394942431292,-121.458338635492,0,1
74536,Destroyed (>50%),14426.0,SHU,Shasta,2019-08-22,Engine Company Actions,Mobile Home Double Wide,Single Residence,2.0,Metal,No Eaves,No Vents,Vinyl,Unknown,Wood,No Deck/Porch,Unknown,Unknown,Unknown,Unknown,29768.0,1978.0,40.709239161689,-122.26466652435,0,0
83324,No Damage,96150.0,AEU,El Dorado,2021-08-14,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,No Eaves,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,243601.0,1966.0,38.8398630089332,-120.019532051321,0,1
87904,No Damage,96003.0,SHU,Shasta,2021-09-22,Fire Retardant Drop,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,Combustible,>30,Unknown,35000.0,1966.0,40.6899928061184,-122.288503968997,0,1
22210,Destroyed (>50%),95060.0,CZU,Santa Cruz,2020-08-16,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Asphalt,Unknown,Unscreened,Wood,Unknown,No Deck/Porch,No Deck/Porch,Combustible,Non Combustible,>30,Unknown,361898.0,1979.0,37.1146135094224,-122.146680076456,0,0
2967,Destroyed (>50%),95916.0,BTU,Butte,2020-09-09,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,99891.0,1992.0,39.6361347370976,-121.384430648298,0,0
128246,Destroyed (>50%),90272.0,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,No Eaves,"Mesh Screen <= 1/8""""",Stucco/Brick/Cement,No Windows,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,Unknown,Unknown,561788.0,1949.0,34.0531081,-118.5217966,0,0
127465,Destroyed (>50%),90272.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Stucco/Brick/Cement,Unknown,Masonry/Concrete,Masonry/Concrete,Unknown,Combustible,Unknown,Unknown,712324.5000000002,1938.0,34.046707,-118.5181191,0,0
43431,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Multi Family Residence Single Story,Multiple Residence,4.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,712324.5000000002,2005.0,39.7566830554731,-121.615725139645,0,0
49851,Destroyed (>50%),30884.0,LAC,Los Angeles,2018-11-08,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Unknown,Unknown,Unknown,Combustible,Unknown,Wood,Wood,Unknown,No Fence,21-30,Unknown,20711.0,1946.0,34.0951196034519,-118.791696319896,0,0
1031,No Damage,91935.0,MVU,San Diego,2020-09-05,Unknown,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,166994.0,1966.0,32.772686918454,-116.769890987369,0,1
42928,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,75032.0,1925.0,39.7460868826742,-121.594358031486,0,0
6767,No Damage,93634.0,FKU,Fresno,2020-09-04,Dozer Fuel Break,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,1966.0,37.2453783345267,-119.200663412501,0,1
104939,No Damage,Unknown,LAC,Los Angeles,2025-01-07,Unknown,Infrastructure,Infrastructure,0.0,Metal,No Eaves,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,1966.0,34.1698635,-118.0495332,1,1
33785,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Mobile Home Double Wide,Single Residence,2.0,Asphalt,Unenclosed,Unscreened,Ignition Resistant,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Non Combustible,Unknown,<30,74305.0,1965.0,39.7812033842061,-121.576535236162,0,0
48019,Destroyed (>50%),95954.0,BTU,Butte,2018-11-08,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,52812.0,1977.0,39.8002824394595,-121.600706236054,0,0
17095,Destroyed (>50%),95688.0,LNU,Solano,2020-08-16,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Asphalt,Unenclosed,Unknown,Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,11-20,30-50,333015.0,1975.0,38.387999672867,-122.016931903903,0,0
44378,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,Unknown,<30,43828.0,1914.0,39.7519719704696,-121.625307076217,0,0
